word,actual_v,actual_a,actual_d,pred_v,pred_a,pred_d,mae_overall,rmse_overall,mae_v,mae_a,mae_d,rmse_v,rmse_a,rmse_d,vad_variance
then,0.015723726117888498,-0.20143256569970655,-0.06777448992135024,0.01596195519035079,-0.20252187025865154,-0.0668159103124079,0.0007620377467832071,0.0008489625786383107,0.00023822907246229263,0.0010893045589449868,0.0009585796089423421,0.00023822907246229263,0.0010893045589449868,0.0009585796089423421,0.0093495559537985
sadly,-0.3035461717211293,-0.3223877347107482,-0.4397300158121433,-0.23797337841530683,-0.36424519396291,-0.48036982465293837,0.04935668713292643,0.050673570295868116,0.06557279330582247,0.04185745925216178,0.040639808840795044,0.06557279330582247,0.04185745925216178,0.040639808840795044,0.01104219244776229
succession,0.19287506942225446,-0.32069548692535316,0.023579809961500962,0.19414696645937513,-0.3046274642625067,0.03748157850722782,0.010413896081897992,0.012288995660966282,0.0012718970371206617,0.01606802266284646,0.013901768545726854,0.0012718970371206617,0.01606802266284646,0.013901768545726854,0.04741919614872762
appearance,0.23101269797088508,-0.011893221360182615,0.14461329440840442,0.2564985202409565,0.0063248791308117835,0.1663961139401969,0.021828914097619428,0.022029658410396634,0.0254858222700714,0.0182181004909944,0.02178281953179248,0.0254858222700714,0.0182181004909944,0.02178281953179248,0.013329163702083086
hell,-0.21668210803417287,0.09615036638133839,-0.06222279513886512,-0.2214083277435111,0.14039736946146208,-0.06592864146889282,0.01755968970649654,0.025780274961910914,0.004726219709338231,0.04424700308012369,0.0037058463300277053,0.004726219709338231,0.04424700308012369,0.0037058463300277053,0.010464090638021395
severely,0.10488908107035516,-0.020848707395724878,0.13653641015596438,0.006180777273756585,-0.01338673082753393,0.12609787287076504,0.03886960588332962,0.05746875496986841,0.09870830379659858,0.007461976568190948,0.010438537285199334,0.09870830379659858,0.007461976568190948,0.010438537285199334,0.009791341618698159
balance,0.1894824533384264,-0.1937142381334064,0.16288392755505046,0.20144806725122752,-0.1975464734192327,0.1552968969288997,0.007794959941592729,0.008473979335162864,0.011965613912801126,0.0038322352858262965,0.007587030626150765,0.011965613912801126,0.0038322352858262965,0.007587030626150765,0.028656662306669807
murmur,-0.08932007595388847,-0.24222139007174903,-0.19087813049540792,-0.08485399073590767,-0.23657831907916438,-0.18871529146370947,0.004090665080754632,0.004338511268421277,0.004466085217980795,0.005643070992584653,0.002162839031698449,0.004466085217980795,0.005643070992584653,0.002162839031698449,0.0042305860810503935
accident,-0.39874079216421865,0.16127545468441604,-0.18438346871678293,-0.31948002975950807,0.12022963141829424,-0.15145503578898462,0.0510783395328769,0.05492816448068089,0.07926076240471058,0.0410458232661218,0.03292843292779832,0.07926076240471058,0.0410458232661218,0.03292843292779832,0.020379254019106268
ladder,0.07704481113578446,-0.30169730080848983,-0.14652408686854815,0.07808618376998672,-0.3033206144200554,-0.14214431720953935,0.0023481519682588825,0.0027629685913725423,0.001041372634202259,0.001623313611565591,0.0043797696590087976,0.001041372634202259,0.001623313611565591,0.0043797696590087976,0.024249695137712194
circle,0.15325834419895953,-0.23882228089369612,0.025915362872515044,0.1705050471136217,-0.22646994003016632,0.04515292948200938,0.01627887012922876,0.01653393535822789,0.017246702914662154,0.012352340863529793,0.019237566609494335,0.017246702914662154,0.012352340863529793,0.019237566609494335,0.029115443383580523
chin,0.12853721651320965,-0.2910838394708014,-0.12452695413750897,0.12602434996338346,-0.2817118723905018,-0.12038002965176187,0.005343919371957624,0.006092214921300334,0.002512866549826187,0.009371967080299581,0.0041469244857471055,0.002512866549826187,0.009371967080299581,0.0041469244857471055,0.02277390809702218
legend,0.2993533189412245,-0.10076611125958063,0.2423036027877724,0.3060472235586912,-0.11351737540867635,0.23925879886947132,0.007496657561621156,0.008498508248091877,0.006693904617466662,0.01275126414909572,0.0030448039183010867,0.006693904617466662,0.01275126414909572,0.0030448039183010867,0.05847910838541621
abruptly,-0.18048864200091244,0.20157765686780235,-0.14034259310518943,-0.18658574688962332,0.1988955660042102,-0.14310502131289787,0.0038472079866704867,0.004163304337792669,0.006097104888710875,0.0026820908635921403,0.002762428207708445,0.006097104888710875,0.0026820908635921403,0.002762428207708445,0.03694043510292486
guard,0.1617114702201938,-0.05135577417947558,0.19848640123276862,0.19809079150397346,-0.045089820617924464,0.23556726023369995,0.026575377948754034,0.03020875863802268,0.03637932128377966,0.006265953561551116,0.03708085900093133,0.03637932128377966,0.006265953561551116,0.03708085900093133,0.011203175481281346
reasonably,0.3759341382191137,-0.3529012939310219,0.11433542427863541,0.3664503131248434,-0.349800138622953,0.10098470014247231,0.00864523484616743,0.009622922938196466,0.009483825094270315,0.0031011553080688703,0.013350724136163103,0.009483825094270315,0.0031011553080688703,0.013350724136163103,0.08640551531350807
spiritual,0.24662148155058075,-0.27062745919177,0.13839703177234533,0.20438050550667358,-0.2528982621726572,0.09651867254592214,0.03394951076314772,0.03583490596044496,0.04224097604390717,0.017729197019112797,0.04187835922642319,0.04224097604390717,0.017729197019112797,0.04187835922642319,0.03137502431501008
history,0.2208991298888808,-0.1827828026721894,0.07508460150173772,0.22077403024953401,-0.18359126930117417,0.07406721985079551,0.0006503159730912542,0.0007537315246205785,0.00012509963934678736,0.0008084666289847608,0.0010173816509422146,0.00012509963934678736,0.0008084666289847608,0.0010173816509422146,0.027445247552447597
emphasize,0.4105948896532587,-0.026632164201769042,0.23750452064567112,0.41802848505257717,-0.0116919982269348,0.24858730599283918,0.011152182240440262,0.011565682440850125,0.007433595399318482,0.014940165974834243,0.011082785347168056,0.007433595399318482,0.014940165974834243,0.011082785347168056,0.031569563477732716
chorus,0.24438779822520607,-0.11584702298761539,0.003212465389709568,0.26527682621423454,-0.10819779138390914,0.043296388540448885,0.022874060914491345,0.02646748401093896,0.020889027989028475,0.007649231603706244,0.04008392315073932,0.020889027989028475,0.007649231603706244,0.04008392315073932,0.01914051865586799
definition,0.26046371234683285,-0.22906239387091956,0.21513096485071279,0.25109251871881383,-0.2175345524175767,0.23151404404804268,0.012427371426230599,0.012768655405239013,0.009371193628019026,0.011527841453342874,0.016383079197329897,0.009371193628019026,0.011527841453342874,0.016383079197329897,0.046670119925519685
glass,0.06079937715056583,-0.044069732198885096,-0.08545277486316813,0.055955885411441315,-0.029364571306276118,-0.08823309201889673,0.007442989929154032,0.009081690969397763,0.004843491739124517,0.014705160892608978,0.002780317155728601,0.004843491739124517,0.014705160892608978,0.002780317155728601,0.005104534365045793
amusement,0.4555041109015807,0.09894311092343992,0.25925112835278996,0.4700337112073628,0.09158012838614013,0.270124331885615,0.010921928791968983,0.011307067877462077,0.014529600305782098,0.007362982537299792,0.01087320353282506,0.014529600305782098,0.007362982537299792,0.01087320353282506,0.03231336482972329
scene,0.3687689822155407,0.05660165625770062,0.1210379222709962,0.37486238976894753,0.05626328196201642,0.12128778087827127,0.00222721348545536,0.0035264024207646546,0.0060934075534068155,0.0003383742956841948,0.00024985860727506914,0.0060934075534068155,0.0003383742956841948,0.00024985860727506914,0.018978165683791143
sympathy,0.06618528350355346,-0.300091674959409,-0.16300586352890903,-0.014211580752951869,-0.27379466049778234,-0.20263306583806182,0.0487736936757616,0.053930522943025104,0.08039686425650533,0.02629701446162669,0.03962720230915279,0.08039686425650533,0.02629701446162669,0.03962720230915279,0.02058521823831175
touch,0.17640705091557585,-0.021763909466909315,0.08815771959232833,0.16411817760923955,-0.013283480042365212,0.08677505149820179,0.0073839902750023135,0.00865728713132033,0.012288873306336295,0.008480429424544102,0.0013826680941265435,0.012288873306336295,0.008480429424544102,0.0013826680941265435,0.00367575859613047
stout,0.15562857372928157,-0.04098356780572669,0.1720660075250127,0.1696495461191838,-0.013213865775934253,0.19139453754824096,0.020373068147640973,0.021145023767943565,0.014020972389902214,0.02776970202979244,0.019328530023228263,0.014020972389902214,0.02776970202979244,0.019328530023228263,0.008412201886461565
crack,-0.025178280549369925,0.049650540214348234,-0.028173492277414933,0.042952805588734294,0.038072460546952167,-0.0037691257810870842,0.03470451076727604,0.042314181748870895,0.06813108613810422,0.011578079667396067,0.024404366496327847,0.06813108613810422,0.011578079667396067,0.024404366496327847,0.0015584709558025725
position,0.19592820129940186,-0.03956511407864468,0.19248131735056068,0.22148712273399768,-0.035112437906208355,0.2145521306952733,0.017360803650581586,0.019665584080601047,0.025558921434595816,0.004452676172436325,0.022070813344712614,0.025558921434595816,0.004452676172436325,0.022070813344712614,0.012887026933209379
gallery,0.32949238285346805,-0.25156857415054323,0.06833163144939935,0.2890348793131391,-0.2557649356410172,0.0692493602175709,0.015190531266324825,0.023489439248070558,0.040457503540328954,0.0041963614904739766,0.0009177287681715468,0.040457503540328954,0.0041963614904739766,0.0009177287681715468,0.04443349831316919
lower,-0.019744131528331266,-0.07283771164592716,-0.015193352466389722,-0.017330437697881382,-0.08136803985765004,-0.020665539478010142,0.005472069684597728,0.006014905042115913,0.002413693830449884,0.008530328211722879,0.00547218701162042,0.002413693830449884,0.008530328211722879,0.00547218701162042,0.0008465521894047344
conception,0.4121929832580892,-0.062425538858551656,0.40466872208925264,0.4133473768501392,-0.05871135581388375,0.4369077560762678,0.012369203541244373,0.018748182957916956,0.0011543935920500514,0.003714183044667904,0.032239033987015164,0.0011543935920500514,0.003714183044667904,0.032239033987015164,0.05537095350399127
indifferent,0.2558389777536882,-0.0812774804010005,-0.024996088363017414,0.2651362042428591,-0.08073479738408923,-0.018212230522515714,0.005541255782194628,0.006652158858794682,0.009297226489170918,0.0005426830169112662,0.0067838578405017,0.009297226489170918,0.0005426830169112662,0.0067838578405017,0.022619057332212925
lad,0.22062083722617246,-0.14417160962385678,0.12279128491251612,0.21412354297810235,-0.15270839669822597,0.10754645501910123,0.010092970405284729,0.010762533849397455,0.006497294248070107,0.008536787074369195,0.015244829893414885,0.006497294248070107,0.008536787074369195,0.015244829893414885,0.02400391381391312
construction,0.2676457964809348,-0.036525611663554315,0.32607445214660763,0.2673483714764161,-0.028623792123705232,0.326283572305314,0.002802788234358051,0.004566944453148483,0.00029742500451868104,0.007901819539849083,0.00020912015870638845,0.00029742500451868104,0.007901819539849083,0.00020912015870638845,0.02903318876053751
than,0.028124431960427965,-0.33014550328855474,-0.16702232832554229,0.028436906581641254,-0.33014204280296766,-0.1669817348089424,0.00011884287446674996,0.00018193423486966535,0.00031247462121328923,3.46048558708123e-06,4.059351659987942e-05,0.00031247462121328923,3.46048558708123e-06,4.059351659987942e-05,0.02160843777261314
minor,0.17176978296353915,-0.1690056009482866,0.15971670504856791,0.1725249014789946,-0.19930257343148683,0.18924765624181078,0.020194347397299518,0.024430539794813296,0.0007551185154554552,0.030296972483200235,0.029530951193242866,0.0007551185154554552,0.030296972483200235,0.029530951193242866,0.03733615569019186
apt,0.4127661343013321,0.014272484326252582,0.3457681423215547,0.3460513933477857,0.025832541748579463,0.30142680801165583,0.040872044228590705,0.04672845498725771,0.0667147409535464,0.01156005742232688,0.04434133430989884,0.0667147409535464,0.01156005742232688,0.04434133430989884,0.015107591285047727
antique,0.3623233624908949,-0.19631169950365157,0.27399436562292945,0.2970234892515782,-0.24562328968157365,0.19972468190339168,0.06296038237892553,0.06380097253894684,0.06529987323931674,0.04931159017792208,0.07426968371953777,0.06529987323931674,0.04931159017792208,0.07426968371953777,0.056120335682012336
structure,0.05144417462619608,-0.23405992470132755,0.006940330841029497,0.03543202844498121,-0.21280122647045438,0.013011861878032643,0.014447458483030398,0.01576054741998954,0.016012146181214874,0.021258698230873174,0.006071531037003146,0.016012146181214874,0.021258698230873174,0.006071531037003146,0.015970670950568634
casual,0.24857597294248066,-0.27990719487023863,-0.08382955492618054,0.27376377468457147,-0.23182494631002348,-0.12478765716257065,0.03807605084623202,0.039259368826696506,0.025187801742090815,0.048082248560215146,0.04095810223639011,0.025187801742090815,0.048082248560215146,0.04095810223639011,0.03365675431375065
leather,0.1331073971010902,-0.006204676977991029,-0.009235819587704398,0.1305239308335957,-0.005875876995833528,-0.009391323522336577,0.0010225900614280617,0.0015062745275717896,0.0025834662674945053,0.00032879998215750144,0.0001555039346321785,0.0025834662674945053,0.00032879998215750144,0.0001555039346321785,0.004201470564516759
alternative,0.3117298344777131,-0.18163848812580818,0.03479342031166956,0.3495963556007406,-0.22436696588437188,0.013996047669077291,0.033797457174727825,0.03508146206740158,0.03786652112302752,0.0427284777585637,0.020797372642592266,0.03786652112302752,0.0427284777585637,0.020797372642592266,0.06531887714304131
fairy,0.2271957345895601,-0.23234904397373105,-0.1612341325647192,0.2270510124280356,-0.23223541985868082,-0.16116556595965972,0.00010897096054473161,0.00011336713645886969,0.000144722161524502,0.00011362411505022596,6.856660505946688e-05,0.000144722161524502,0.00011362411505022596,6.856660505946688e-05,0.040789435868107814
great,0.4096224727439668,0.0454258220692111,0.3326966841024204,0.40813551291497574,0.057097234040774374,0.3375188039394384,0.0059934972125240986,0.007341338358127575,0.0014869598289910524,0.011671411971563274,0.0048221198370179685,0.0014869598289910524,0.011671411971563274,0.0048221198370179685,0.02058275718946862
dish,0.23072724190134505,-0.2301084083800759,-0.05651129145525423,0.23007676487774453,-0.21564789977055,-0.051267017017863306,0.006785086690172452,0.008888791518518834,0.0006504770236005208,0.014460508609525913,0.005244274437390922,0.0006504770236005208,0.014460508609525913,0.005244274437390922,0.03472737510447721
cut,-0.0667491599485181,-0.07909826530443545,0.06598302154927688,-0.08118917860250868,-0.0988601877389662,0.08233212482179447,0.016850348120346307,0.016993536956261254,0.014440018653990583,0.019761922434530746,0.016349103272517596,0.014440018653990583,0.019761922434530746,0.016349103272517596,0.0034410783797646006
source,0.11037583467617218,-0.2937892780605796,-0.06801294975394168,0.10451909827395184,-0.3014816870567743,-0.08054854868178328,0.008694914775418889,0.00913994452808721,0.005856736402220342,0.007692408996194722,0.012535598927841604,0.005856736402220342,0.007692408996194722,0.012535598927841604,0.027703167187704332
presentation,0.3862500731270441,-0.08978716658771287,0.21957443791580578,0.3711216210166211,-0.09104142267962781,0.213001090925677,0.007652018397488909,0.009550778541635638,0.015128452110423019,0.0012542560919149431,0.0065733469901287644,0.015128452110423019,0.0012542560919149431,0.0065733469901287644,0.033168412973851716
another,0.05722073678554407,-0.33488820385600815,-0.12944173316185023,0.056840358949696475,-0.33469288042052286,-0.1286096493769659,0.0004692616854057377,0.000540124049801313,0.0003803778358475937,0.00019532343548528397,0.0008320837848843354,0.0003803778358475937,0.00019532343548528397,0.0008320837848843354,0.025362636710061743
prompt,0.30968451995322116,0.03961560284474462,0.1673862960386021,0.21454017566250516,0.0044395500653586105,0.0888335671864322,0.06962437530742398,0.07407278436279409,0.095144344290716,0.03517605277938601,0.0785527288521699,0.095144344290716,0.03517605277938601,0.0785527288521699,0.00568334414161947
assembly,0.26874726982918223,-0.20943234728168908,0.07536478690590628,0.2846983700797921,-0.22847214814097966,0.05988383786470045,0.01682395005036876,0.01689784403588083,0.015951100250609862,0.01903980085929058,0.015480949041205831,0.015951100250609862,0.01903980085929058,0.015480949041205831,0.05448287435699959
root,0.2777374287865906,-0.20038348865370323,0.12974202477768368,0.2829786585684429,-0.2255493433674699,0.10720980387745552,0.01764643513194905,0.019735684362741403,0.005241229781852319,0.025165854713766672,0.02253222090022816,0.005241229781852319,0.025165854713766672,0.02253222090022816,0.04870785718654162
professor,0.3588423943422006,-0.15867287393385665,0.3324698028833571,0.3679062961716099,-0.16890227397232183,0.32962601276258147,0.007379030662883368,0.008059819761655998,0.009063901829409304,0.010229400038465175,0.0028437901207756244,0.009063901829409304,0.010229400038465175,0.0028437901207756244,0.06553200915934779
bus,0.18185760914170568,-0.1434651191372147,0.03365120746216516,0.20165793774107946,-0.13382982549834208,0.0684705085998227,0.02141830779196799,0.023785679360106286,0.01980032859937378,0.009635293638872638,0.03481930113765754,0.01980032859937378,0.009635293638872638,0.03481930113765754,0.021508950373139102
orchestra,0.2042093378272839,-0.13337935266801892,0.016075824971960775,0.20448920224194206,-0.13627809766414428,0.016078513214692062,0.0010604325511716015,0.001681373830116584,0.0002798644146581597,0.0028987449961253575,2.6882427312871493e-06,0.0002798644146581597,0.0028987449961253575,2.6882427312871493e-06,0.020215311450711988
idea,0.3250215291772656,-0.03531376111267162,0.2221666780350282,0.3156232403737806,-0.04925825086441618,0.21177911902091617,0.01124344585644721,0.011411660836499382,0.009398288803485033,0.01394448975174456,0.010387559014112036,0.009398288803485033,0.01394448975174456,0.010387559014112036,0.023555752054738487
contention,-0.17209759590064644,-0.0007087735080858609,-0.056266756735509266,0.0080932583248359,-0.08566044704231898,0.0657295212454046,0.12904626858020976,0.13486860596394348,0.18019085422548234,0.08495167353423312,0.12199627798091386,0.18019085422548234,0.08495167353423312,0.12199627798091386,0.007171773928248442
float,0.08197241915269471,-0.2652908546578794,-0.16017151512379788,0.0850910718484543,-0.2463694268481851,-0.13552807416465926,0.015561173821530827,0.018028178012034303,0.0031186526957595884,0.018921427809694275,0.02464344095913862,0.0031186526957595884,0.018921427809694275,0.02464344095913862,0.019696062155489715
the,0.16190522078618375,-0.291675870902835,0.0023027940109825173,0.1664907234898912,-0.30405152874460134,-0.0035755100692528956,0.007613154875236407,0.008341426754896188,0.004585502703707445,0.012375657841766363,0.005878304080235413,0.004585502703707445,0.012375657841766363,0.005878304080235413,0.03999254110768621
descent,-0.09895693628200086,0.2749662032882616,-0.01556966752668662,-0.07849172496468115,0.24593379779793245,0.024760907393994794,0.02994273057611009,0.031028270530008284,0.02046521131731971,0.02903240549032915,0.040330574920681414,0.02046521131731971,0.02903240549032915,0.040330574920681414,0.016252544385320263
parade,0.3059977339648928,0.004181743458919452,0.131675829319813,0.298893529259305,0.006721155339840154,0.1374565068513821,0.005141431372692541,0.00548739676968491,0.007104204705587813,0.002539411880920702,0.005780677531569106,0.007104204705587813,0.002539411880920702,0.005780677531569106,0.012236987640509258
about,0.15225179591211363,-0.302837495481069,0.09544533168115313,0.14333302817283755,-0.30069855658482497,0.09195935068249209,0.004847895878060375,0.005664848956857929,0.008918767739276079,0.0021389388962440026,0.0034859809986610424,0.008918767739276079,0.0021389388962440026,0.0034859809986610424,0.032763653722302916
dead,0.28423427949638985,0.07568935070624003,0.31070005861650385,0.2848254996176351,0.0706770246067456,0.32110164468381663,0.005335044096017483,0.006674976825806305,0.0005912201212452395,0.005012326099494424,0.010401586067312785,0.0005912201212452395,0.005012326099494424,0.010401586067312785,0.010471945868310508
shall,0.32052715655809727,0.054967135432720624,0.45079478779416227,0.3020551178844198,0.05761212680935095,0.45133588430538013,0.007219375520508553,0.010778141113363613,0.01847203867367747,0.0026449913766303235,0.0005410965112178645,0.01847203867367747,0.0026449913766303235,0.0005410965112178645,0.02688864837889044
ahead,0.39617394683996393,-0.19304205710232053,0.2334654047676697,0.37699728485492673,-0.18166670604280513,0.2343483364375934,0.010478314904825434,0.012883096741458598,0.019176661985037202,0.011375351059515398,0.0008829316699237033,0.019176661985037202,0.011375351059515398,0.0008829316699237033,0.06508525776184178
chapter,0.21024641872106847,-0.27671261063363556,0.16494473897619097,0.2141275776307862,-0.27266939578738153,0.17213516049047128,0.005038265090084019,0.005263495110300613,0.0038811589097177135,0.0040432148462540285,0.007190421514280315,0.0038811589097177135,0.0040432148462540285,0.007190421514280315,0.04739472021128839
spend,0.18543573774759425,-0.2844287088337684,0.03471295602833367,0.19976385924004508,-0.26532552500931794,0.053188528816159895,0.017302292701575843,0.017431518269803145,0.01432812149245083,0.019103183824450476,0.018475572787826224,0.01432812149245083,0.019103183824450476,0.018475572787826224,0.03939715696188914
park,0.2449486383872284,-0.19588793040581523,0.06059200803752152,0.24071341418655676,-0.19771439658264087,0.053636873989847726,0.00433894147505703,0.0048182635996160215,0.004235224200671656,0.0018264661768256363,0.006955134047673797,0.004235224200671656,0.0018264661768256363,0.006955134047673797,0.03468431172640347
poverty,-0.09642347521763985,-0.005291675264825222,0.032145304638205745,-0.09513434882909057,-0.01192683109661761,0.028381201857333137,0.0038961283337380914,0.004466751597555565,0.0012891263885492776,0.006635155831792389,0.003764102780872608,0.0012891263885492776,0.006635155831792389,0.003764102780872608,0.001977629803188165
status,0.25843139138451954,-0.2186254501607269,0.17114388604341074,0.26988446551279627,-0.21797789249165214,0.17003806533773896,0.00440215083434109,0.0066536976525756394,0.01145307412827673,0.0006475576690747609,0.0011058207056717784,0.01145307412827673,0.0006475576690747609,0.0011058207056717784,0.04395205548561447
eastern,0.17814529881140173,-0.21868201877098659,0.06136444560001883,0.1831225139800772,-0.21271514771513034,0.06699382859637058,0.00552448974029449,0.005539740485862808,0.0049772151686754695,0.005966871055856249,0.005629382996351753,0.0049772151686754695,0.005966871055856249,0.005629382996351753,0.027839781424770286
taste,0.4156352549234483,-0.07086400261486467,0.23946478913764382,0.4232056397216867,-0.08634140304903302,0.2353021086228601,0.009070155249063475,0.010233744170816355,0.00757038479823835,0.015477400434168356,0.004162680514783718,0.00757038479823835,0.015477400434168356,0.004162680514783718,0.05252524835796775
climax,0.3567193233173893,0.18512254217065735,0.3212148220497087,0.3684601902837991,0.20232519207454852,0.328587080587895,0.012105258469495755,0.012755774075461416,0.011740866966409802,0.01720264990389117,0.007372258538186294,0.011740866966409802,0.01720264990389117,0.007372258538186294,0.005663368176455596
plainly,0.4376182376602228,-0.1541035406338724,0.26061387609515985,0.43630689136857836,-0.15480980741538042,0.2592803597140937,0.0011170431514061958,0.001154225252690167,0.0013113462916444218,0.0007062667815080081,0.0013335163810661577,0.0013113462916444218,0.0007062667815080081,0.0013335163810661577,0.06144858387311772
particularly,0.4252147133059032,-0.279769139952636,0.14296530355054457,0.40907666558703243,-0.264467584601992,0.1612198349604183,0.01656471149312952,0.01661126221693624,0.016138047718870785,0.015301555350644036,0.018254531409873737,0.016138047718870785,0.015301555350644036,0.018254531409873737,0.07199550669985315
comprehensive,0.21050263856748258,-0.21290518007821763,0.03961490471737053,0.21785241373372755,-0.21266894740300146,0.04439061595611566,0.004120573026735419,0.005062358432821193,0.007349775166244965,0.00023623267521616365,0.00477571123874513,0.007349775166244965,0.00023623267521616365,0.00477571123874513,0.026156420389648785
palm,0.1412345402603008,-0.36007280227642896,-0.05658709995046368,0.1391614911974054,-0.353558567551198,-0.05535755221959556,0.0032722771729981545,0.004010177639251536,0.0020730490628954046,0.0065142347252309385,0.0012295477308681205,0.0020730490628954046,0.0065142347252309385,0.0012295477308681205,0.041111527781521016
block,0.052239892576918606,-0.19577803608669683,-0.01065238668624514,0.05232043457281759,-0.2040720896966552,0.0003895344711668403,0.0064721722544231084,0.007973327100286073,8.054199589898475e-05,0.008294053609958357,0.01104192115741198,8.054199589898475e-05,0.008294053609958357,0.01104192115741198,0.014356487740748878
regret,-0.0932337044749427,-0.09533034876526396,-0.19329104243693285,-0.09261714646133079,-0.09485134990534841,-0.19026678306416095,0.0013732720820997847,0.0018033051549629763,0.0006165580136119064,0.0004789988599155498,0.003024259372771898,0.0006165580136119064,0.0004789988599155498,0.003024259372771898,0.0020208702427125017
crew,0.23529275018558857,0.002117521993486929,0.13471894837584528,0.23251421776162648,0.008694450732963564,0.1313812524529544,0.004231052362109866,0.004550327759214888,0.002778532423962088,0.006576928739476635,0.0033376959228908765,0.002778532423962088,0.006576928739476635,0.0033376959228908765,0.006276439715482531
belt,0.09108157726488293,-0.16328582140331332,-0.044400753229056324,0.08608003395114723,-0.1562933115305779,-0.03711151639475093,0.006427763340258838,0.0065075239394122636,0.005001543313735701,0.00699250987273542,0.007289236834305393,0.005001543313735701,0.00699250987273542,0.007289236834305393,0.013779259409471447
backward,-0.03189475346696857,-0.12190323436359501,-0.1253467709224618,0.007914977711624992,-0.12417765698795942,-0.10096487592737036,0.0221553495993498,0.026984344216216496,0.039809731178593565,0.0022744226243644056,0.02438189499509144,0.039809731178593565,0.0022744226243644056,0.02438189499509144,0.003151884247054735
sometime,-0.1875283278555629,-0.2725954044962515,-0.33965048722201036,-0.16956913568786697,-0.27648556514995287,-0.32476507330662574,0.012244922245593962,0.013653344897376646,0.017959192167695925,0.0038901606537013467,0.014885413915384615,0.017959192167695925,0.0038901606537013467,0.014885413915384615,0.004050666820599235
resolution,0.08974997625051477,0.004746753340140974,0.28147640256546747,0.1390401475522065,-0.021010128077863247,0.33535952411799397,0.04297672475740749,0.04470767538717706,0.049290171301691735,0.02575688141800422,0.0538831215525265,0.049290171301691735,0.02575688141800422,0.0538831215525265,0.032437100256986845
sort,0.11217617949272696,-0.43326800093695284,-0.14880990763448873,0.11818606261731703,-0.44515880127007446,-0.1607423467551075,0.009944374192776823,0.01032622762840124,0.006009883124590068,0.01189080033312162,0.011932439120618782,0.006009883124590068,0.01189080033312162,0.011932439120618782,0.05548939741604839
shield,0.14448639747368677,-0.022000879664036993,0.12865502771161996,0.14071324750587616,-0.06324036603124494,0.11644302071499518,0.01907488111054778,0.024926993476927325,0.003773149967810613,0.04123948636720795,0.01221200699662478,0.003773149967810613,0.04123948636720795,0.01221200699662478,0.005836634081298176
feast,0.453547281711807,-0.10374013997660926,0.1977763261298071,0.45092388051882554,-0.10173715778826056,0.2016609587720955,0.002837005341206192,0.0029430450348639082,0.0026234011929814893,0.002002982188348698,0.003884632642288388,0.0026234011929814893,0.002002982188348698,0.003884632642288388,0.050884255335311664
pull,0.17067789633007036,0.006663071337295343,0.1710331606597345,0.16304464320053166,-0.0015091237744125283,0.1643412200036643,0.0074991296324389235,0.007524036948956759,0.007633253129538692,0.008172195111707872,0.0066919406560702055,0.007633253129538692,0.008172195111707872,0.0066919406560702055,0.004417165052173029
forest,0.10638512823864173,-0.291717415456741,0.11455782052589135,0.09647988058880312,-0.2953187138416637,0.09957029898330892,0.009498022525781238,0.01057842274083196,0.009905247649838606,0.00360129838492268,0.014987521542582427,0.009905247649838606,0.00360129838492268,0.014987521542582427,0.033451368626559626
stream,0.10704052320098725,-0.3380639562742127,-0.14189813005717322,0.10868176447571168,-0.33765496447650145,-0.1411988909238195,0.0009164907352631387,0.0010567059789849183,0.0016412412747244254,0.0004089917977112556,0.0006992391333537351,0.0016412412747244254,0.0004089917977112556,0.0006992391333537351,0.031019878757802613
immediately,0.05313782123070814,0.8995202546823106,0.20481631055594424,0.04492801371342466,0.8736770943628167,0.19213095982721914,0.01557943952183414,0.017283788144584818,0.00820980751728348,0.025843160319493852,0.012685350728725092,0.00820980751728348,0.025843160319493852,0.012685350728725092,0.12225806655362036
unknown,0.35414404925479903,-0.28906882724226307,0.024483669194887647,0.35593964279718426,-0.28888873940135457,0.026208677090271554,0.0012335630928925478,0.0014413234704066778,0.001795593542385232,0.00018008784090850494,0.0017250078953839065,0.001795593542385232,0.00018008784090850494,0.0017250078953839065,0.07392605548046473
newly,0.061771700906831026,0.009071368664639522,-0.008639398728228116,0.05048723797884304,0.007619550677831285,-0.006849526556361525,0.004842051028887605,0.0066495744583538975,0.011284462927987987,0.001451817986808237,0.001789872171866591,0.011284462927987987,0.001451817986808237,0.001789872171866591,0.00045976264578362873
simply,0.480371690524092,0.4061521451669978,0.43091058103367685,0.47863531874612575,0.39563642409395106,0.42329255446559544,0.006623373139698148,0.007563722748079191,0.0017363717779662613,0.010515721073046769,0.007618026568081415,0.0017363717779662613,0.010515721073046769,0.007618026568081415,0.004134519615395763
basin,0.13271151662161357,-0.30761777111917077,-0.11579374395272207,0.1336540262409912,-0.3067922679247494,-0.11476000255989521,0.0009339180688752909,0.0009377990498791823,0.0009425096193776406,0.0008255031944213731,0.001033741392826859,0.0009425096193776406,0.0008255031944213731,0.001033741392826859,0.032679056196954194
dark,0.10128992116366786,-0.24009949751929055,-0.09974414559729491,0.09812420929202718,-0.24600820774393112,-0.10064525823849202,0.0033251782458261167,0.00390497939239735,0.003165711871640678,0.005908710224640568,0.0009011126411971049,0.003165711871640678,0.005908710224640568,0.0009011126411971049,0.015864964137830125
