word,actual_v,actual_a,actual_d,pred_v,pred_a,pred_d,mae_overall,rmse_overall,mae_v,mae_a,mae_d,word_length,trajectory_length,vad_variance,error_v,error_a,error_d
suggest,0.18048595730192768,-0.23956887303604257,0.09621060626069855,0.21146534972708678,-0.2321492732862222,0.14070029569852385,0.02762956053760159,0.031591695542519206,0.030979392425159097,0.007419599749820371,0.0444896894378253,7,39,0.03926246029460467,0.030979392425159097,0.007419599749820371,0.0444896894378253
breed,0.3190300251068705,-0.07494235918139626,0.19410002686461425,0.3284662311412382,-0.07060935104286303,0.20085831407031463,0.00684250045953376,0.007152887291305647,0.009436206034367678,0.004333008138533226,0.006758287205700375,5,39,0.027607574280490647,0.009436206034367678,0.004333008138533226,0.006758287205700375
pain,-0.10402748551340503,0.2599401015394798,-0.06335750467461984,-0.09707078830895763,0.26068841330034387,-0.05876444437784783,0.004099356420694503,0.004832246178041747,0.006956697204447401,0.0007483117608640955,0.004593060296772013,4,39,0.02254822182939715,0.006956697204447401,0.0007483117608640955,0.004593060296772013
feel,0.4247501866286527,0.18549544348327102,0.33458116646956576,0.4052390739421622,0.13657454721085932,0.3005417078995448,0.034157155842974386,0.036205995590514975,0.019511112686490528,0.048920896272411696,0.03403945857002094,4,39,0.012210848378656103,-0.019511112686490528,-0.048920896272411696,-0.03403945857002094
platform,0.126584207998052,-0.24331261748043154,0.09001665727292954,0.1342003573896132,-0.177371578833703,0.13271696463140664,0.038752498465588946,0.04556878521485345,0.007616149391561189,0.06594103864672854,0.0427003073584771,8,39,0.021180656887647274,0.007616149391561189,0.06594103864672854,0.0427003073584771
practical,0.2640007503221355,-0.060663369664635265,0.2088252067177171,0.2516142596317347,-0.06839204746888997,0.19306171497088917,0.011959553413827796,0.012404908763303826,0.012386490690400764,0.007728677804254701,0.015763491746827923,9,39,0.017129938029767512,-0.012386490690400764,-0.007728677804254701,-0.015763491746827923
yet,-0.23747267415217194,-0.09752814911868407,0.013368174904464483,-0.25548838687942166,-0.0882193441002044,0.004394418855202137,0.012099424598330577,0.012802969103226699,0.018015712727249722,0.009308805018479666,0.008973756049262345,3,39,0.023050505463488094,-0.018015712727249722,0.009308805018479666,-0.008973756049262345
lend,0.386732713550482,-0.22268439942459736,0.18082349230488762,0.36522162473372594,-0.23030788052051115,0.15059423300428995,0.019787943071089175,0.021868184835241763,0.021511088816756063,0.007623481095913792,0.030229259300597666,4,39,0.0648562021573539,-0.021511088816756063,-0.007623481095913792,-0.030229259300597666
bank,0.3219247470103488,-0.06764448542657768,0.25014930624412207,0.33243869646411034,-0.05105884902761823,0.26922501479902794,0.01539176480254229,0.0158062131744287,0.01051394945376155,0.01658563639895945,0.019075708554905868,4,39,0.03542888441278397,0.01051394945376155,0.01658563639895945,0.019075708554905868
host,0.24079150438853764,-0.14029529887457926,0.10126495723949276,0.22413050213949368,-0.1804182134074003,0.10078344712660423,0.019088475631584514,0.02508431859774498,0.01666100224904396,0.04012291453282105,0.0004815101128885363,4,39,0.023631022115519307,-0.01666100224904396,-0.04012291453282105,-0.0004815101128885363
yield,0.3380887658547539,-0.08867254304970906,0.3094256783963015,0.29006396195908574,-0.08478562157972803,0.2791615156088229,0.02739196271770925,0.032850213073678254,0.048024803895668156,0.003886921469981028,0.030264162787478566,5,39,0.022126097522707625,-0.048024803895668156,0.003886921469981028,-0.030264162787478566
communicate,0.414505444609434,0.023439316310623938,0.165182666456881,0.37327446772021355,-0.006976119607252857,0.14870323962275991,0.029375279880406113,0.03107337395099461,0.04123097688922045,0.030415435917876793,0.016479426834121097,11,39,0.025119342919074736,-0.04123097688922045,-0.030415435917876793,-0.016479426834121097
ourselves,0.1426410210440128,-0.20955791501219834,0.021989968258277245,0.143465383617513,-0.20665658824571437,0.026152060082349642,0.002629260388018851,0.0029676185183024266,0.0008243625735001869,0.0029013267664839693,0.004162091824072397,9,39,0.021242659001471122,0.0008243625735001869,0.0029013267664839693,0.004162091824072397
kindly,0.6446226853660306,-0.4817251144418878,0.03048243818842305,0.6705499424261743,-0.47503146466613544,0.05252692808930533,0.018221798912259436,0.02002487736935651,0.02592725706014365,0.006693649775752375,0.02204448990088228,6,39,0.21424609806656394,0.02592725706014365,0.006693649775752375,0.02204448990088228
represent,0.2936159047013642,-0.0620927491482807,0.373247238327719,0.2858556309418372,-0.06119017701427996,0.38223268827124846,0.005882765279019079,0.006874464729891145,0.007760273759527037,0.0009025721340007453,0.008985449943529455,9,39,0.032826725757085194,-0.007760273759527037,0.0009025721340007453,0.008985449943529455
influence,0.2405696204788375,0.1134923297555171,0.44835837975960313,0.23667981828413912,0.09242231068937887,0.42577462283201994,0.015847859396139936,0.017973149803020713,0.003889802194698394,0.02107001906613823,0.022583756927583187,9,39,0.018709356313575627,-0.003889802194698394,-0.02107001906613823,-0.022583756927583187
dash,0.22670867734735084,0.18230233649259397,0.18227251042241546,0.2084057351335728,0.2058159416024963,0.17330073670782817,0.01692944034608922,0.01796645060968807,0.01830294221377804,0.02351360510990233,0.008971773714587294,4,39,0.001792826617668543,-0.01830294221377804,0.02351360510990233,-0.008971773714587294
nurse,-0.0011679273598409015,-0.08313573275298716,-0.06340818927635532,-0.006473881959215921,-0.0827929694596437,-0.0651282292501827,0.0024562526221819543,0.0032264107197450182,0.00530595459937502,0.00034276329334345657,0.0017200399738273864,5,39,0.004985921413615449,-0.00530595459937502,0.00034276329334345657,-0.0017200399738273864
medicine,0.04063300000150944,0.023053425006295283,0.13388639345955328,0.05613423972839611,0.01304754095061337,0.14074401722930138,0.010788249184105562,0.011364171073650339,0.015501239726886669,0.010005884055681912,0.006857623769748106,8,39,0.004457208172280216,0.015501239726886669,-0.010005884055681912,0.006857623769748106
ritual,0.3156083254275581,-0.22014315615461966,0.27386343299660076,0.3048340144943795,-0.217137388595409,0.2715195275683655,0.0053746613068748434,0.006598340886448296,0.010774310933178599,0.0030057675592106703,0.00234390542823526,6,39,0.058836393911104706,-0.010774310933178599,0.0030057675592106703,-0.00234390542823526
candy,0.7434366875776133,-0.31599263132853594,-0.1974512956464814,0.7424441519523913,-0.31602882399287335,-0.1969276867306151,0.0005174457351418879,0.0006482291706542399,0.0009925356252219464,3.6192664337408864e-05,0.0005236089158663082,5,39,0.2244643625708348,-0.0009925356252219464,-3.6192664337408864e-05,0.0005236089158663082
sky,0.2481844950564169,-0.2950186629708741,0.1374466801683349,0.24773430949017272,-0.29389712449270644,0.13686089910224436,0.0007191683701674537,0.0007753827139882515,0.00045018556624418227,0.0011215384781676496,0.0005857810660905294,3,39,0.05508824375134424,-0.00045018556624418227,0.0011215384781676496,-0.0005857810660905294
roughly,0.20445282420715374,-0.1862320112287416,0.04072584029923018,0.18553082051601813,-0.17496141717351127,0.024052299238603154,0.015622046268997663,0.015948620478958453,0.018922003691135614,0.011270594055230343,0.016673541060627028,7,39,0.01326434489549121,-0.018922003691135614,0.011270594055230343,-0.016673541060627028
bill,0.2519938968001151,0.13580571860807494,0.3841553848646653,0.2241542760891192,0.15349978026937275,0.36544168316104036,0.021415794691972866,0.02189617113300994,0.027839620710995883,0.017694061661297805,0.018713701703624908,4,39,0.007088438389365219,-0.027839620710995883,0.017694061661297805,-0.018713701703624908
cane,0.058631361772181666,-0.15965432304547844,-0.0695187717172151,0.05433397094625677,-0.16126649943469906,-0.07293239633906856,0.003107730612332993,0.003302499744114453,0.004297390825924896,0.001612176389220621,0.0034136246218534616,4,39,0.008016625231888631,-0.004297390825924896,-0.001612176389220621,-0.0034136246218534616
popular,0.3838899751043797,-0.08441934601068797,0.15748953990340464,0.3257917248684973,-0.04848532389791015,0.17381746794596778,0.03678673346374114,0.04055145644665938,0.05809825023588244,0.03593402211277782,0.01632792804256314,7,39,0.01885904307978648,-0.05809825023588244,0.03593402211277782,0.01632792804256314
pacific,0.42754648469467305,-0.536332008114788,0.21383718164698876,0.43299422890498196,-0.5419519223747314,0.21468167373089297,0.003970716851385531,0.004545126333038756,0.0054477442103089135,0.005619914259943459,0.0008444920839042191,7,39,0.1520616082714884,0.0054477442103089135,-0.005619914259943459,0.0008444920839042191
governor,0.15063007976368561,-0.08449360963876838,0.5252214369958061,0.14978591459222146,-0.08677734259719422,0.5184581407132685,0.0032970648041425604,0.00415010954343383,0.0008441651714641563,0.0022837329584258353,0.00676329628253769,8,39,0.05723350073198557,-0.0008441651714641563,-0.0022837329584258353,-0.00676329628253769
unique,0.19968207882998748,-0.2647625768389185,-0.04686583665255861,0.19948934879750352,-0.26485381349408027,-0.046987040811234095,0.00013505694877373234,0.0001416091342941374,0.00019273003248396203,9.123665516175272e-05,0.00012120415867548223,6,39,0.03603544472070886,-0.00019273003248396203,-9.123665516175272e-05,-0.00012120415867548223
dialogue,0.2902139857755419,-0.06464907827920705,0.03871890583265173,0.28409579555264536,-0.05830104533816591,0.03782387917036456,0.004453749942074955,0.005116341353946044,0.006118190222896558,0.006348032941041137,0.0008950266622871697,8,39,0.0339149181988547,-0.006118190222896558,0.006348032941041137,-0.0008950266622871697
fluid,0.42284617184958284,-0.23069319148112116,0.10396718104975824,0.4162124717689808,-0.23054303059777156,0.10093198941842357,0.003273017531762105,0.004212715406527874,0.006633700080602045,0.0001501608833495982,0.0030351916313346716,5,39,0.07439446846511202,-0.006633700080602045,0.0001501608833495982,-0.0030351916313346716
pattern,0.2991520899222652,-0.24887524363768992,-0.03152075362873805,0.28040532269450097,-0.20453628094987228,-0.03760307994079751,0.02305601874254712,0.02801416062809445,0.01874676722776425,0.044338962687817646,0.006082326312059454,7,39,0.04930352987166998,-0.01874676722776425,0.044338962687817646,-0.006082326312059454
goal,0.36989528577862607,0.1369269350948979,0.24113889859820564,0.37515208136003164,0.14485930991277435,0.24674391849742425,0.00626473009950021,0.006376329092997061,0.005256795581405571,0.007932374817876453,0.005605019899218605,4,39,0.008865141449321526,0.005256795581405571,0.007932374817876453,0.005605019899218605
so,0.34260871176542945,-0.024009599817395776,0.2535361937642234,0.33689800239676526,-0.023403203719971483,0.24477192634349723,0.005027124295604893,0.006049581284197086,0.005710709368664191,0.000606396097424293,0.008764267420726196,2,39,0.02468330046353693,-0.005710709368664191,0.000606396097424293,-0.008764267420726196
waste,-0.21909841563347407,-0.03419548825285505,-0.13565798563162254,-0.15358809617809155,0.003428708480948235,-0.06428729359170869,0.05816840274303322,0.06000266054453037,0.06551031945538252,0.03762419673380329,0.07137069203991385,5,39,0.006649216793003759,0.06551031945538252,0.03762419673380329,0.07137069203991385
circuit,0.16858665585049012,-0.17329731549843624,0.062440819879577614,0.1708627759762258,-0.16661595339974605,0.05593729000725095,0.005153670698917506,0.005541276120198247,0.0022761201257356645,0.006681362098690191,0.006503529872326663,7,39,0.02068619357427417,0.0022761201257356645,0.006681362098690191,-0.006503529872326663
impression,0.17391913338310902,-0.2156250319328665,0.02328427499938962,0.17162253251088588,-0.22838225759036723,0.029492413884371793,0.007087321804902014,0.008297834465648628,0.002296600872223137,0.012757225657500731,0.006208138884982173,10,39,0.028409023579724302,-0.002296600872223137,-0.012757225657500731,0.006208138884982173
monster,0.06321083664065175,0.1042032849673405,0.011687055102890679,0.033589764195511906,0.13458372199931223,-0.005184026677599358,0.0256241970858672,0.02636293033470675,0.02962107244513984,0.030380437031971727,0.016871081780490037,7,39,0.007170807392799487,-0.02962107244513984,0.030380437031971727,-0.016871081780490037
madison,0.48805038485326807,0.24609098315455774,0.25988589943050466,0.48124220565515446,0.23649019150847014,0.25559375253782907,0.006900372578958934,0.007233003736888223,0.006808179198113606,0.009600791646087597,0.004292146892675597,7,39,0.013567618592252945,-0.006808179198113606,-0.009600791646087597,-0.004292146892675597
discovery,0.2677580515690494,0.33664798333975027,0.3939582678594505,0.2674437457437354,0.34882885354677595,0.40362974238254923,0.007388883518479476,0.008981644366951603,0.00031430582531399853,0.012180870207025685,0.009671474523098744,9,39,0.003333226248004512,-0.00031430582531399853,0.012180870207025685,0.009671474523098744
tub,-0.03245421805663124,-0.2510926980615537,-0.18421945214674612,-0.04232371118083266,-0.23751397954452674,-0.17947517713335567,0.009397495551539611,0.01007135602415734,0.00986949312420142,0.013578718517026966,0.004744275013390448,3,39,0.007098882202276346,-0.00986949312420142,0.013578718517026966,0.004744275013390448
reflect,0.2048068770462414,-0.1370124567393165,0.05068418312254168,0.19302252054618052,-0.12954249322940045,0.04352229913788162,0.008805401331545662,0.009054722435829356,0.011784356500060877,0.00746996350991605,0.007161883984660056,7,39,0.022374199907769583,-0.011784356500060877,0.00746996350991605,-0.007161883984660056
worth,0.47592702078079263,-0.13370105466384524,0.21105340682171814,0.45472359147158903,-0.14046519605849525,0.20728151016898405,0.0105798224521959,0.0130328588272888,0.021203429309203603,0.006764141394650008,0.003771896652734086,5,39,0.06046631165047928,-0.021203429309203603,-0.006764141394650008,-0.003771896652734086
army,0.15585330863591332,0.1190218331371549,0.5416267718800285,0.1571301326462255,0.13254271332202763,0.5588899332905668,0.010686955201907733,0.012681498628754308,0.0012768240103121775,0.013520880184872727,0.017263161410538297,4,39,0.03836186213500035,0.0012768240103121775,0.013520880184872727,0.017263161410538297
southern,0.2631291626610663,-0.18727382504576834,0.027740828804314933,0.27038347729825,-0.17959172428264902,0.029505109862321667,0.005566898819436595,0.006184724209470133,0.007254314637183734,0.007682100763119315,0.0017642810580067343,8,39,0.0339452929095567,0.007254314637183734,0.007682100763119315,0.0017642810580067343
imagine,0.1324771744228192,-0.33739462080641647,0.018485301205930914,0.13580332131712042,-0.3351724710930316,0.01272943231517775,0.0037680551661464132,0.004046860066714526,0.0033261468943012185,0.002222149713384858,0.005755868890753163,7,39,0.03910405455602592,0.0033261468943012185,0.002222149713384858,-0.005755868890753163
exile,-0.044136706005160536,0.005627391447532321,0.28496958093068675,-0.044939526407156476,0.00518984527598059,0.28679189310315994,0.0010208929153402884,0.0011771135464976,0.0008028204019959392,0.00043754617155173075,0.001822312172473195,5,39,0.021195525814143374,-0.0008028204019959392,-0.00043754617155173075,0.001822312172473195
creature,0.34648695070907887,-0.01964536474765131,0.20189820967775604,0.3588195710412947,-0.03236858245429297,0.2337550373812438,0.01897088858078175,0.021046228992378412,0.012332620332215827,0.01272321770664166,0.03185682770348777,8,39,0.028599362162237844,0.012332620332215827,-0.01272321770664166,0.03185682770348777
they,0.17563751349656673,-0.33969549540261046,-0.04093300256015277,0.1795212419062168,-0.34051073627150913,-0.039595092906833385,0.0020122929772893733,0.0024178479601145923,0.003883728409650067,0.0008152408688986701,0.001337909653319383,4,39,0.046032015699314394,0.003883728409650067,-0.0008152408688986701,0.001337909653319383
map,0.3166917629374841,-0.14095942007622211,0.14064579397879373,0.31874346359000233,-0.13604937353815086,0.14161751767960037,0.0026444902971320496,0.0031231543629413458,0.0020517006525182513,0.0049100465380712555,0.0009717237008066426,3,39,0.03671552012723442,0.0020517006525182513,0.0049100465380712555,0.0009717237008066426
junk,-0.3623568123440462,0.10643498783542406,-0.09327246159169347,-0.37617619817053394,0.08237402846991221,-0.12197071883802224,0.022192867479442782,0.023047018311751336,0.013819385826487729,0.02406095936551185,0.028698257246328768,4,39,0.019385028962187488,-0.013819385826487729,-0.02406095936551185,-0.028698257246328768
vice,-0.31252135314046664,0.06581640171219887,-0.039084317229954056,-0.25969719878364034,-0.01476366157450762,-0.09220889986113756,0.06217626675823876,0.06352364169488627,0.0528241543568263,0.08058006328670649,0.053124582631183505,4,39,0.031231803966468442,0.0528241543568263,-0.08058006328670649,-0.053124582631183505
edge,-0.05576475905257888,-0.11674332558805947,0.09446326278555695,-0.05463050220579383,-0.1294164154283676,0.08471814808196282,0.007850820463562435,0.009253125693177168,0.001134256846785052,0.012673089840308127,0.009745114703594127,4,39,0.007503808739289364,0.001134256846785052,-0.012673089840308127,-0.009745114703594127
trace,0.17473570219483384,-0.22462480920544162,0.056021898844425974,0.18307502408762433,-0.21045860333090585,0.06489198347962849,0.01045853746750959,0.010784310825561395,0.008339321892790491,0.014166205874535764,0.008870084635202516,5,39,0.02926186010342558,0.008339321892790491,0.014166205874535764,0.008870084635202516
special,0.2828364299151029,-0.1923265000684117,0.15625266583338213,0.28405803257523143,-0.19111787745014366,0.15561149652087244,0.0010237981969687577,0.0010589585733046696,0.0012216026601285512,0.0012086226182680404,0.0006411693125096818,7,39,0.03913744214345441,0.0012216026601285512,0.0012086226182680404,-0.0006411693125096818
society,0.3687784710789104,-0.13157007390275735,0.15264702693690926,0.36859885553274213,-0.13298179494965492,0.13664478803924432,0.005864525163576921,0.009275359252640296,0.0001796155461682436,0.0014117210468975738,0.016002238897664944,7,39,0.041750715204403786,-0.0001796155461682436,-0.0014117210468975738,-0.016002238897664944
corner,0.02486891614134901,-0.14881706805042522,-0.04756363878057237,0.017837953005926475,-0.13490618811821883,-0.04570170207569502,0.0076012599241687545,0.009062998609601247,0.0070309631354225355,0.013910879932206383,0.0018619367048773455,6,39,0.004670234618910352,-0.0070309631354225355,0.013910879932206383,0.0018619367048773455
buffalo,0.13028226164793885,-0.1220258326405407,0.10877783779428864,0.11486338773528404,-0.09998902813338323,0.11900425823773064,0.0158940329544181,0.016612666861033798,0.015418873912654812,0.022036804507157476,0.010226420443442005,7,39,0.011552349849170538,-0.015418873912654812,0.022036804507157476,0.010226420443442005
forget,-0.02897806312932436,-0.005971286429423117,-0.38354292917484073,-0.030593096547440142,-0.00543764012765098,-0.38435560800775587,0.0009871195176010192,0.0010883562839582356,0.0016150334181157834,0.0005336463017721373,0.0008126788329151369,6,39,0.030196898650889162,-0.0016150334181157834,0.0005336463017721373,-0.0008126788329151369
eat,0.2530306475269431,-0.1548693634638523,-0.1147213393639553,0.254721490033924,-0.15543720183751,-0.11484277881537891,0.0007933734440207461,0.0010321718756056474,0.0016908425069809274,0.0005678383736577031,0.00012143945142360779,3,39,0.03416922713446302,0.0016908425069809274,-0.0005678383736577031,-0.00012143945142360779
loaded,0.041626911314984694,-0.15886238532110095,0.043743119266055036,0.4998881678839098,0.4997463433246594,0.49970570660661906,0.5242775241850831,0.5328135126460967,0.4582612565689251,0.6586087286457604,0.45596258734056405,6,39,0.009027714098971178,0.4582612565689251,0.6586087286457604,0.45596258734056405
entire,0.09674792643110353,-0.32457346390867675,-0.14440509176552951,0.09654645172896684,-0.32452219527063186,-0.14451753442941845,0.00012172866802350375,0.00013645986163274675,0.00020147470213668917,5.1268638044887904e-05,0.0001124426638889342,6,39,0.0230131525213999,-0.00020147470213668917,5.1268638044887904e-05,-0.0001124426638889342
train,0.2659038183790329,0.011727802506679569,0.15969032863433663,0.25157005336765514,-0.0003269647554708724,0.14394747011483633,0.01404379693100949,0.014125766380519131,0.01433376501137773,0.012054767262150441,0.015742858519500302,5,39,0.016824690789622447,-0.01433376501137773,-0.012054767262150441,-0.015742858519500302
potato,0.2049767133987966,-0.26816272628439813,-0.10768601017796194,0.18923601006976554,-0.27252209744241246,-0.09058404854971844,0.012400678705096299,0.013653460485896484,0.015740703329031075,0.004359371158014325,0.017101961628243498,6,39,0.040105523673397196,-0.015740703329031075,-0.004359371158014325,0.017101961628243498
include,0.31341050599751996,-0.243224487119709,0.08623624888013275,0.30571227731244655,-0.24151988223365423,0.07666041805851546,0.006326221464248494,0.00716158591908907,0.007698228685073416,0.0017046048860547836,0.009575830821617282,7,39,0.04892489238617562,-0.007698228685073416,0.0017046048860547836,-0.009575830821617282
monthly,0.36092694077126725,-0.3703316905867323,-0.08901163321206694,0.3584908507789702,-0.3769882350342535,-0.09721029493725412,0.005763765388335136,0.006257320313479355,0.0024360899922970525,0.006656544447521173,0.008198661725187184,7,39,0.08826817105559816,-0.0024360899922970525,-0.006656544447521173,-0.008198661725187184
unconscious,0.19119021909099865,-0.2974146811011057,0.13244603454512496,0.17838126392027548,-0.2982295068512182,0.10181840772674029,0.014750469246406777,0.019172765389955947,0.012808955170723169,0.0008148257501124911,0.03062762681838467,11,39,0.04051568568489604,-0.012808955170723169,-0.0008148257501124911,-0.03062762681838467
piano,0.07838384126024872,-0.25683581325449745,-0.06557145398586321,0.07834686788584484,-0.25591875972964195,-0.0650241078265154,0.0005004576862023963,0.0006169662378708418,3.69733744038786e-05,0.0009170535248554934,0.0005473461593478168,5,39,0.01895237977955377,-3.69733744038786e-05,0.0009170535248554934,0.0005473461593478168
cottage,0.17520000000000002,-0.43879999999999997,-0.09,0.1750739915172337,-0.43896043307550725,-0.09010162960825256,0.00012935705550871923,0.00013158708994345748,0.00012600848276630994,0.00016043307550728247,0.00010162960825256528,7,39,0.06322094222222227,-0.00012600848276630994,-0.00016043307550728247,-0.00010162960825256528
sight,0.13486687741657719,-0.09075633954870556,0.047677771424787845,0.1505491193743288,-0.07976885137363765,0.07050337593409699,0.016498444880709555,0.01720141302755984,0.015682241957751614,0.010987488175067908,0.022825604509309143,5,39,0.00941206267397885,0.015682241957751614,0.010987488175067908,0.022825604509309143
pet,0.3415100298084537,-0.08092372059082026,0.06986135749821243,0.3040244621829341,-0.08872181191005257,0.055326528056732424,0.019939496128743964,0.023644867486224866,0.03748556762551958,0.007798091319232314,0.014534829441480004,3,39,0.028646029242752905,-0.03748556762551958,-0.007798091319232314,-0.014534829441480004
veil,0.14607529407288378,-0.21910013343972434,-0.08020510668892455,0.11609330913098617,-0.2518052111167863,-0.08346853641910093,0.02198349744971197,0.025685219488534833,0.029981984941897605,0.03270507767706193,0.003263429730176376,4,39,0.02264003193915683,-0.029981984941897605,-0.03270507767706193,-0.003263429730176376
closet,0.12926864222257628,-0.2272471414213623,-0.1603125263400148,0.13160989893745034,-0.22754603047997357,-0.15748709938080604,0.0018218575775647006,0.0021255473942903965,0.0023412567148740626,0.0002988890586112791,0.00282542695920876,6,39,0.02205557071517368,0.0023412567148740626,-0.0002988890586112791,0.00282542695920876
day,0.06797995592045482,-0.24947110172925158,-0.06854813526521189,0.07097894365678804,-0.2517015269652455,-0.07008616301076308,0.0022558135726261134,0.0023333990601781566,0.002998987736333225,0.002230425235993927,0.0015380277455511876,3,39,0.016438729051307683,0.002998987736333225,-0.002230425235993927,-0.0015380277455511876
best,0.5620077541316336,0.15446347904053026,0.4905314690869251,0.5514296414531071,0.13369680753492205,0.47747314770400445,0.014801035189018439,0.015423692495649724,0.010578112678526486,0.02076667150560821,0.013058321382920623,4,39,0.03247511087243002,-0.010578112678526486,-0.02076667150560821,-0.013058321382920623
water,0.23352782144727643,-0.20962960126581665,-0.038133508694590944,0.23832230934873433,-0.21440504235685026,-0.037939518356371195,0.0032546397769037533,0.0039085199288426764,0.0047944879014578945,0.0047754410910336165,0.00019399033821974887,5,39,0.032854783471617396,0.0047944879014578945,-0.0047754410910336165,0.00019399033821974887
door,0.12835561415692734,-0.14133206986403682,-0.008981200847370044,0.12816892475257513,-0.14305660073783755,-0.010336071434813163,0.0010886969551986852,0.0012707653831592661,0.00018668940435220827,0.0017245308738007281,0.0013548705874431195,4,39,0.012314655408803643,-0.00018668940435220827,-0.0017245308738007281,-0.0013548705874431195
advocate,0.1654129538924677,-0.18063869379870012,0.08964143979435504,0.24700430900617443,-0.14518161884042818,0.16276364704184004,0.06339021243982122,0.06648611530896673,0.08159135511370672,0.03545707495827194,0.073122207247485,8,39,0.025954787532090667,0.08159135511370672,0.03545707495827194,0.073122207247485
decisive,0.4102871754470019,0.2056236500276296,0.2888159397462587,0.36159469996227417,0.17882166982648195,0.2705047821566695,0.03126853775848818,0.0337865940071122,0.048692475484727715,0.026801980201147657,0.018311157589589178,8,39,0.006292497438984986,-0.048692475484727715,-0.026801980201147657,-0.018311157589589178
permanent,0.06475596057463918,-0.3248421276965728,-0.05980728780585105,0.06448775241144086,-0.3248093707256467,-0.059996723394993304,0.00016346690775555228,0.0001905207603597235,0.00026820816319832186,3.275697092608443e-05,0.00018943558914225056,9,39,0.02593007379090291,-0.00026820816319832186,3.275697092608443e-05,-0.00018943558914225056
see,0.30990575215345817,0.007623034650767396,0.21067158073219758,0.3097498600654351,0.003736752660707784,0.21102855836666518,0.0014663839041834297,0.0022549887716557093,0.00015589208802307963,0.0038862819900596117,0.0003569776344675979,3,39,0.016660157658810213,-0.00015589208802307963,-0.0038862819900596117,0.0003569776344675979
weekend,0.28504239926626906,-0.24654965326311062,-0.00857419959064573,0.2844856953383423,-0.23749445231230923,-0.009768239461537449,0.0036019815832066325,0.005283064601032331,0.0005567039279267827,0.009055200950801395,0.001194039870891719,7,39,0.04642901909096648,-0.0005567039279267827,0.009055200950801395,-0.001194039870891719
carry,0.14883572730781194,-0.11073824810932499,0.1262661156205742,0.16295808248569668,-0.10380933508560874,0.1473332799033979,0.01403947749480823,0.015179769018664671,0.014122355177884738,0.006928913023716246,0.021067164282823708,5,39,0.01706462416919316,0.014122355177884738,0.006928913023716246,0.021067164282823708
toilet,0.09652489612755952,-0.1338446184033424,-0.05020518856704542,0.09080990050686523,-0.13323227419679878,-0.05293170921663529,0.00301795349227593,0.0036728760404022356,0.005714995620694288,0.0006123442065436302,0.002726520649589871,6,39,0.01857597167345623,-0.005714995620694288,0.0006123442065436302,-0.002726520649589871
perform,0.41425425263834803,0.01733635740142928,0.2365733725219223,0.41616749960360794,0.020622892112973218,0.24492590205281303,0.00451743706923153,0.005298634224170773,0.0019132469652599071,0.003286534711543939,0.008352529530890745,7,39,0.026079445957854525,0.0019132469652599071,0.003286534711543939,0.008352529530890745
carriage,0.2204713439177476,-0.15372030569653178,0.059633924390183425,0.20571014719520683,-0.1481444284835977,0.05084121044108775,0.009709929294856832,0.01042904843799099,0.014761196722540754,0.005575877212934066,0.008792713949095678,8,39,0.028799358737974234,-0.014761196722540754,0.005575877212934066,-0.008792713949095678
can,0.43927763688872357,-0.13968300377662207,0.279119391383213,0.44702577432758817,-0.13102440494827192,0.30224026035641743,0.01317586841347306,0.014939651373865555,0.0077481374388646,0.008658598828350156,0.023120868973204423,3,39,0.07147112090110883,0.0077481374388646,0.008658598828350156,0.023120868973204423
package,0.17452492409768525,-0.2770469700035155,0.008515620508062333,0.16816993220473594,-0.26637005011733944,0.01851131273187153,0.009009201334311528,0.009206816374266647,0.006354991892949302,0.010676919886176084,0.009995692223809197,7,39,0.04905626005396178,-0.006354991892949302,0.010676919886176084,0.009995692223809197
know,0.32105249227582494,-0.17749333624642832,0.27143086322166127,0.3197017881443064,-0.1700098079769717,0.26579664035118394,0.004822818423817497,0.005464188392459497,0.0013507041315185542,0.007483528269456613,0.005634222870477323,4,39,0.044109660163240506,-0.0013507041315185542,0.007483528269456613,-0.005634222870477323
effective,0.5047437217809585,0.21316471527033903,0.4377882576595188,0.4746322909528816,0.10223336467164953,0.42410407398414207,0.0515756550340477,0.0668324264984817,0.03011143082807688,0.1109313505986895,0.013684183675376715,9,39,0.026928643992772523,-0.03011143082807688,-0.1109313505986895,-0.013684183675376715
advance,0.3746414068209141,-0.003621929528483711,0.24004374271400525,0.3541899403772864,-0.012692997193639474,0.22418706136749325,0.01512640515176516,0.015832257068039778,0.02045146644362772,0.009071067665155762,0.015856681346511997,7,39,0.02155440246212956,-0.02045146644362772,-0.009071067665155762,-0.015856681346511997
sing,0.32893923218490717,-0.07967710972227321,0.12138227098371758,0.33266763168306873,-0.08919961614694763,0.12108656961169881,0.004515535764951585,0.005906677879803242,0.003728399498161561,0.00952250642467442,0.00029570137201877233,4,39,0.033154511198394195,0.003728399498161561,-0.00952250642467442,-0.00029570137201877233
fruit,0.3859698765814056,-0.2891915944256882,-0.14601851141012614,0.4010712902290057,-0.29261140328204405,-0.1371491470772488,0.009130195612277764,0.010302320295921192,0.015101413647600093,0.0034198088563558438,0.008869364332877355,5,39,0.09837674879375391,0.015101413647600093,-0.0034198088563558438,0.008869364332877355
